Records ID,Beetle Host,categories,pathogens,country or region,ecological relationship,experimental conditions,,identification method,infection site,organism source,,validation type,source,year,full text,reference
726,Dendroctonus frontalis,Virus,Flacherie virus ,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
727,Dendroctonus frontalis,Virus,Enteroviruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
728,Dendroctonus frontalis,Virus,Cardioviruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
729,Dendroctonus frontalis,Virus,Rhinoviruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
730,Dendroctonus frontalis,Virus,Aphthoviruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
731,Dendroctonus frontalis,Virus,Bunyaviruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
732,Dendroctonus frontalis,Virus,"Baculovirus, nuclear polyhedrosis viruses",United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
733,Dendroctonus frontalis,Virus,"Baculovirus, granulosis viruses",United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
734,Dendroctonus frontalis,Virus,"Baculovirus, nonoccluded rod-shaped nuclear viruses",United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
735,Dendroctonus frontalis,Virus,Unknown small RNA viruses,United States,,,,morphological,,isolated from infected beetle,,,Sikorowski et al. 1996,1996,full text,"Sikorowski P.P., A.M. Lawrence, T.E. Nebeker & T.S. Price 1996. Virus and Virus-like Particles Found in Southern Pine Beetle Adults in Mississippi and Georgia. Mississippi Agricultural & Forestry Experiment Station Technical Bulletin 212, 1-9."
736,Tomicus piniperda,Fungi,Beauveria bassiana,Finland,association report,,,,,,,,"Silva et al., 2015",2015,full text,"Silva, X., Terhonen, E., Sun, H., Kasanen, R., Heliövaara, K., Jalkanen, R., & Asiegbu, F. O. (2015). Comparative analyses of fungal biota carried by the pine shoot beetle (Tomicus piniperda L.) in northern and southern Finland. Scandinavian Journal of Forest Research, 30(6), 497-506."
737,Ips duplicatus,Nematode,Contortylenchus cylindricus,,parasite,,,,,,,,"Slankis, 1967",1967,only English abstract,"Slankis, A. (1967). Contortylenchus cylindricus n. sp. and Contortylenchus rarus n. sp.(Tylenchida: Contortylenchidae) parasitic in bark beetles and taxonomic notes on the genus Contortylenchus Ruhm 1956."
738,Hylurgops starki,Nematode,Contortylenchus rarus,,parasite,,,,,,,,"Slankis, 1967",1967,only English abstract,"Slankis, A. (1967). Contortylenchus cylindricus n. sp. and Contortylenchus rarus n. sp.(Tylenchida: Contortylenchidae) parasitic in bark beetles and taxonomic notes on the genus Contortylenchus Ruhm 1956."
739,Ips sexdentatus,Nematode,Contortylenchus pseudodiplogaster,Russia,parasite,,,,,,,,"Slankis, 1969",1969,,"Slankis, A. (1969). A new species of endoparasitic nematode, Contortylenchus pseudodiplogaster n. sp. from the bark beetle, Ips sexdentatus."
740,Dendroctonus simplex,Fungi,Beauveria bassiana,Canada,pathogen,laboratory,,,,culture collection,,pathogenicity test,"Srei et al., 2017",2017,full text,"Srei, N., Lavallée, R., & Guertin, C. (2017). Susceptibility of Dendroctonus simplex to Hypocreales fungi: towards the development of a biological control strategy. Journal of Applied Entomology, 141(6), 487-495."
741,Dendroctonus simplex,Fungi,Lecanicillium attenuatum,Canada,pathogen,laboratory,,,,culture collection,,pathogenicity test,"Srei et al., 2017",2017,full text,"Srei, N., Lavallée, R., & Guertin, C. (2017). Susceptibility of Dendroctonus simplex to Hypocreales fungi: towards the development of a biological control strategy. Journal of Applied Entomology, 141(6), 487-495."
742,Dendroctonus simplex,Fungi,Metarhizium anisopliae,Canada,pathogen,laboratory,,,,culture collection,,pathogenicity test,"Srei et al., 2017",2017,full text,"Srei, N., Lavallée, R., & Guertin, C. (2017). Susceptibility of Dendroctonus simplex to Hypocreales fungi: towards the development of a biological control strategy. Journal of Applied Entomology, 141(6), 487-495."
743,Ips sexdentatus,Fungi,Beauveria bassiana,,pathogen,laboratory,,,,,,,"Steinwender et al., 2010",2010,full text,"Steinwender, B. M., Krenn, H. W., & Wegensteiner, R. (2010). Different effects of the insectpathogenic fungus Beauveria bassiana (Deuteromycota) on the bark beetle Ips sexdentatus (Coleoptera: Curculionidae) and on its predator Thanasimus formicarius (Coleoptera: Cleridae). Journal of Plant Diseases and Protection, 117(1), 33-38."
744,Ips typographus,Virus,,Finland,viral diversity survey; high-throughput sequencing of total RNA,,,molecular,,evaluation of viral diversity from beetles,,,"Sutela et al., 2024",2024,full text,"Sutela, S., Siitonen, J., Ylioja, T., & Vainio, E. J. (2024). Viral diversity in the European spruce bark beetle Ips typographus as revealed through high-throughput sequencing. Crop Protection, 181, 106706."
745,Ips typographus,Fungi,Beauveria bassiana,,pathogen,semi-controlled laboratory condition,,,,,,pathogenicity test,"Tabakovic-Tošic and Milosavljevic, 2023",2023,only English abstract,"Tabakovic-Tošic, M., & Milosavljevic, M. (2023). Biological efficacy of the entomopathogenic fungus Beauveria bassiana for controlling the European spruce bark beetle Ips typographus (Coleoptera: Curculionidae) in semi-controlled laboratory conditions."
746,Ips sexdentatus,Protist,Gregarina typographi,Bulgaria,association report,,,,,,,,"Takov and Pilarska, 2008",2008,full text,"Takov, D., & Pilarska, D. (2008). Prevalence of Gregarina typographi Fuchs (Apicomplexa: Gregarinidae) and nematodes (Nematoda) in bark beetles (Coleoptera: Scolytinae) from Bulgaria depending on the host gender. Acta zoologica bulgarica, 60(3), 227-232."
747,Ips acuminatus,Protist,Gregarina typographi,Bulgaria,association report,,,,,,,,"Takov and Pilarska, 2008",2008,full text,"Takov, D., & Pilarska, D. (2008). Prevalence of Gregarina typographi Fuchs (Apicomplexa: Gregarinidae) and nematodes (Nematoda) in bark beetles (Coleoptera: Scolytinae) from Bulgaria depending on the host gender. Acta zoologica bulgarica, 60(3), 227-232."
748,Ips typographus,Virus,ItEPV,Bulgaria,,,,,,,,,"Takov and Pilarska, 2009",2009,full text,"Takov, D., & Pilarska, D. (2009). Single and mixed infections in Ips typographus (Coleoptera: Scolytinae) caused by the entomopathogens Entomopoxvirus typographi (Virales), Gregarina typographi (Sporozoa) and Chytridiopsis typographi (Microsporidia). Acta Zool Bulg, 61(1), 45-48."
749,Ips typographus,Protist,Gregarina typographi,Bulgaria,,,,,,,,,"Takov and Pilarska, 2009",2009,full text,"Takov, D., & Pilarska, D. (2009). Single and mixed infections in Ips typographus (Coleoptera: Scolytinae) caused by the entomopathogens Entomopoxvirus typographi (Virales), Gregarina typographi (Sporozoa) and Chytridiopsis typographi (Microsporidia). Acta Zool Bulg, 61(1), 45-48."
750,Ips typographus,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,,,,,,"Takov and Pilarska, 2009",2009,full text,"Takov, D., & Pilarska, D. (2009). Single and mixed infections in Ips typographus (Coleoptera: Scolytinae) caused by the entomopathogens Entomopoxvirus typographi (Virales), Gregarina typographi (Sporozoa) and Chytridiopsis typographi (Microsporidia). Acta Zool Bulg, 61(1), 45-48."
751,Ips typographus,Virus,ItEPV,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
752,Ips typographus,Protist,Gregarina typographi,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
753,Ips typographus,Nematode,Contortylenchus diplogaster,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
754,Ips typographus,Nematode,Cryptaphelenchus macrogaster,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
755,Ips typographus,Microsporidia,Chytridiopsis typographi,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
756,Ips typographus,Fungi,Beauveria bassiana,Bulgaria,pathogen,,,morphological,,isolated from beetle,,,"Takov et al., 2006",2006,full text,"Takov, D., Pilarska, D., & Wegensteiner, R. (2006). Entomopathogens in Ips typographus (Coleoptera: Scolytidae) from several spruce stands in Bulgaria. Acta zoologica bulgarica, 58(3), 409-420."
757,Ips sexdentatus,Fungi,Beauveria bassiana,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
758,Ips typographus,Virus,ItEPV,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
759,Ips typographus,Fungi,Beauveria bassiana,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
760,Ips typographus,Protist,Gregarina typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
761,Ips sexdentatus,Protist,Gregarina typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
762,Ips acuminatus,Protist,Gregarina cf. typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
763,Ips acuminatus,Microsporidia,Chytridiopsis typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
764,Pityogenes chalcographus,Protist,Gregarina cf. typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
765,Pityogenes chalcographus,Protist,Menzbieria chalcographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
766,Orthotomicus proximus,Protist,Gregarina cf. typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
767,Orthotomicus proximus,Microsporidia,Chytridiopsis cf.  typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
768,Pityophthorus pityographus,Microsporidia,Malamoeba scolyti,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
769,Polygraphus subopacus,Protist,Gregarina cf. typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
770,Cryphalus saltuarius,Microsporidia,Chytridiopsis cf.  typographi,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
771,Hylurgus ligniperda,Microsporidia,Nosema sp.,Bulgaria,,,,,,isolated from beetle,,,"Takov et al., 2007",2007,full text,"Takov, D., Doychev, D., Wegensteiner, R., Pilarska, D., 2007. Study of bark beetle (Coleoptera, Scolytidae) pathogens from coniferous stands in Bulgaria. Acta Zool. Bulg. 59, 87–96."
772,Hylurgops palliatus,Fungi,Beauveria bassiana,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
773,Ips sexdentatus,Protist,Gregarina typographi,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
774,Ips typographus,Protist,Gregarina typographi,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
775,Taphrorychus villifrons,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
776,Pityogenes conjunctus,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
777,Pityogenes chalcographus,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
778,Pityogenes bistridentatus,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
779,Orthotomicus proximus,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
780,Orthotomicus erosus,Protist,Gregarina sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
781,Hylurgus ligniperda,Microsporidia,Nosema sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
782,Taphrorychus villifrons,Microsporidia,Nosema sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
783,Ips acuminatus,Microsporidia,Chytridiopsis sp.,Bulgaria,pathogen,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
784,Dryocoetes autographus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
785,Hylurgops palliatus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
786,Hylurgus ligniperda,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
787,Ips acuminatus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
788,Ips sexdentatus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
789,Ips typographus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
790,Orthotomicus erosus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
791,Orthotomicus laricis,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
792,Orthotomicus longicollis,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
793,Orthotomicus proximus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
794,Pityogenes bidentatus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
795,Pityogenes bistridentatus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
796,Pityogenes chalcographus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
797,Pityogenes conjunctus,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
798,Pityogenes quadridens,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
799,Taphrorychus villifrons,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
800,Tomicus minor,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
801,Tomicus piniperda,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
802,Xyleborinus saxesenii,Nematode,Nematodan,Bulgaria,pathogen; did not identify species,,,,,,,,"Takov et al., 2011",2011,full text,"Takov, D., Doychev, D., Linde, A., Draganova, S., Pilarska, D., 2011. Pathogens of bark beetles (Coleoptera: Curculionidae) in Bulgarian forests. Phytoparasitica 39, 343–352."
803,Tomicus piniperda,Fungi,Beauveria bassiana,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
804,Orthotomicus longicollis,Fungi,Beauveria bassiana,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
805,Ips typographus,Fungi,Beauveria bassiana,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
806,Hylurgops palliatus,Fungi,Beauveria bassiana,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
807,Ips sexdentatus,Fungi,Beauveria bassiana,Bulgaria,,,,morphological,,,,,"Takov et al., 2012",2012,full text,"Takov, D. I., Doychev, D. D., Linde, A., Atanasova Draganova, S., & Kirilova Pilarska, D. (2012). Pathogens of bark beetles (Curculionidae: Scolytinae) and other beetles in Bulgaria. Biologia, 67(5), 966-972."
